movieId,m_id1,m_id2,m_id3,m_id4,m_id5,m_id6,m_id7,m_id8,m_id9,m_id10,m_id11,m_id12,m_id13,m_id14,m_id15,m_id16,m_id17,m_id18,m_id19,m_id20,m_id21,m_id22,m_id23,m_id24,m_id25,m_id26,m_id27,m_id28,m_id29,m_id30,m_id31,m_id32,m_id33,m_id34,m_id35,m_id36,m_id37,m_id38,m_id39,m_id40,m_id41,m_id42,m_id43,m_id44,m_id45,m_id46,m_id47,m_id48,m_id49,m_id50,m_id51,m_id52,m_id53,m_id54,m_id55,m_id56,m_id57,m_id58,m_id59,m_id60,m_id61,m_id62,m_id63,m_id64,m_id65,m_id66,m_id67,m_id68,m_id69,m_id70,m_id71,m_id72,m_id73,m_id74,m_id75,m_id76,m_id77,m_id78,m_id79,m_id80,m_id81,m_id82,m_id83,m_id84,m_id85,m_id86,m_id87,m_id88,m_id89,m_id90,m_id91,m_id92,m_id93,m_id94,m_id95,m_id96,m_id97,m_id98,m_id99,m_id100
31420,34534.0,31225.0,43917.0,37739.0,43928.0,37727.0,32596.0,32017.0,32029.0,43921.0,44397.0,27821.0,34334.0,34536.0,44731.0,30894.0,27839.0,43932.0,47644.0,61705.0,49910.0,42009.0,51937.0,33158.0,45442.0,67186.0,62511.0,53127.0,44399.0,40278.0,60941.0,42013.0,68205.0,43871.0,40414.0,62792.0,61352.0,53123.0,36509.0,43904.0,42730.0,60522.0,50800.0,66783.0,60979.0,71500.0,53468.0,37475.0,74851.0,78041.0,77364.0,66427.0,71379.0,57536.0,37382.0,69251.0,54785.0,45361.0,57910.0,38992.0,54648.0,69275.0,44828.0,70994.0,79274.0,65126.0,51498.0,50440.0,74685.0,59727.0,33132.0,60037.0,74075.0,80846.0,71211.0,60291.0,50147.0,51091.0,40723.0,33834.0,60538.0,39307.0,49524.0,71254.0,32011.0,68952.0,45726.0,44709.0,54736.0,51412.0,37386.0,41863.0,44840.0,40826.0,45210.0,35957.0,61248.0,32298.0,44972.0,31700.0
31427,32011.0,71254.0,43871.0,51412.0,36509.0,39400.0,37380.0,55995.0,32029.0,44972.0,35957.0,62081.0,34520.0,34532.0,33164.0,44731.0,43932.0,43919.0,30894.0,27839.0,32009.0,33085.0,34323.0,42732.0,44397.0,78088.0,61705.0,45662.0,33158.0,51937.0,45442.0,67186.0,58839.0,45730.0,45081.0,27618.0,51037.0,50798.0,61248.0,62511.0,42011.0,79224.0,73929.0,43679.0,54004.0,39446.0,59022.0,55577.0,43904.0,53127.0,47200.0,31700.0,42013.0,68205.0,79428.0,52458.0,56145.0,64497.0,43928.0,68952.0,67197.0,51925.0,36527.0,79057.0,42007.0,42723.0,79293.0,45726.0,42738.0,43917.0,40826.0,45672.0,53519.0,55768.0,27788.0,32017.0,55232.0,32298.0,46974.0,44840.0,45210.0,75985.0,50794.0,36708.0,79008.0,32598.0,55830.0,37386.0,36519.0,53953.0,80219.0,71530.0,175569.0,110350.0,95309.0,90057.0,90430.0,57326.0,34271.0,81512.0
31431,70301.0,39435.0,57326.0,59985.0,34271.0,50923.0,51082.0,70334.0,36533.0,49793.0,58105.0,81512.0,73515.0,49220.0,58627.0,71252.0,32589.0,31223.0,40946.0,31867.0,37477.0,52712.0,42728.0,50005.0,45208.0,50158.0,33639.0,58876.0,48161.0,52283.0,50445.0,33815.0,57526.0,41769.0,33148.0,34129.0,40851.0,51698.0,39231.0,38798.0,32019.0,48596.0,51933.0,37853.0,43556.0,49284.0,49276.0,50798.0,44399.0,42009.0,48593.0,45662.0,51937.0,45442.0,67186.0,33158.0,43904.0,40414.0,61352.0,62792.0,49910.0,39449.0,72731.0,54256.0,61705.0,64034.0,59126.0,43917.0,40826.0,66198.0,34334.0,48412.0,34321.0,33499.0,34532.0,33164.0,44731.0,66509.0,69306.0,43932.0,43919.0,71823.0,43836.0,32009.0,30894.0,27839.0,39427.0,50601.0,71518.0,55280.0,58839.0,34336.0,71464.0,62511.0,79224.0,44972.0,32298.0,51575.0,51931.0,72489.0
31433,69406.0,40581.0,70183.0,103810.0,167036.0,133419.0,61250.0,32296.0,84374.0,50189.0,66203.0,49286.0,166492.0,47122.0,94478.0,54276.0,55245.0,103372.0,73319.0,69436.0,51084.0,46972.0,64032.0,63479.0,111617.0,98203.0,56949.0,80166.0,51575.0,32298.0,96588.0,31685.0,39715.0,103339.0,108156.0,45501.0,59333.0,103335.0,33499.0,48412.0,74450.0,72731.0,39449.0,72733.0,60397.0,135536.0,48593.0,33669.0,68793.0,34336.0,55872.0,45672.0,107141.0,161024.0,104218.0,167634.0,160289.0,100194.0,119153.0,165671.0,128914.0,159441.0,71668.0,118930.0,127116.0,180265.0,104925.0,162344.0,128099.0,162602.0,183959.0,87867.0,159161.0,171867.0,123200.0,121372.0,121374.0,110771.0,168846.0,78316.0,103606.0,181139.0,179953.0,165483.0,171251.0,165103.0,174045.0,104644.0,170357.0,127390.0,170897.0,183197.0,183227.0,110773.0,170399.0,178323.0,179427.0,168144.0,59143.0,176329.0
31685,49286.0,69406.0,44022.0,70183.0,46972.0,45672.0,69122.0,72011.0,54004.0,31433.0,52973.0,60072.0,52458.0,84374.0,72641.0,56949.0,59421.0,60074.0,67087.0,61024.0,59725.0,59369.0,66203.0,61250.0,34150.0,73017.0,45720.0,58998.0,80549.0,79091.0,44004.0,36519.0,74946.0,58025.0,51662.0,63859.0,51084.0,49530.0,78469.0,102407.0,45431.0,86882.0,69069.0,47200.0,45517.0,45501.0,52245.0,44972.0,59333.0,63113.0,68793.0,119145.0,34520.0,103335.0,88810.0,106918.0,50794.0,45726.0,61132.0,55830.0,35836.0,34162.0,33615.0,71282.0,64839.0,59784.0,112006.0,68952.0,79057.0,63131.0,88163.0,46970.0,54999.0,67255.0,82167.0,45186.0,79293.0,62849.0,95441.0,95167.0,45447.0,31696.0,62081.0,106696.0,81784.0,78499.0,104374.0,39715.0,42738.0,103141.0,86833.0,102481.0,71579.0,33679.0,56757.0,33646.0,81932.0,81229.0,33672.0,69757.0
31696,50794.0,54997.0,54999.0,34150.0,51086.0,44022.0,60072.0,111360.0,71535.0,46972.0,98809.0,47200.0,45672.0,118696.0,54995.0,72011.0,47610.0,54004.0,52281.0,112175.0,81564.0,52458.0,56251.0,73017.0,45431.0,106487.0,46965.0,41569.0,45447.0,166534.0,87430.0,33162.0,64969.0,49530.0,55232.0,53322.0,44972.0,33646.0,67734.0,58025.0,107348.0,33615.0,68554.0,54001.0,52245.0,57368.0,53125.0,59501.0,182715.0,47999.0,56775.0,58295.0,61132.0,34520.0,69844.0,84772.0,79057.0,74789.0,59369.0,70183.0,60126.0,51662.0,53121.0,44004.0,63072.0,70336.0,46976.0,58998.0,37733.0,36529.0,88125.0,56757.0,31685.0,96610.0,119141.0,179819.0,115210.0,33679.0,59784.0,37380.0,112852.0,55830.0,61024.0,64957.0,33493.0,49651.0,86293.0,78105.0,53464.0,60684.0,62849.0,45501.0,56174.0,86911.0,93721.0,38061.0,72998.0,79428.0,71106.0,48780.0
31700,42732.0,34532.0,33164.0,32009.0,58839.0,34334.0,49910.0,27821.0,42009.0,32011.0,36527.0,42007.0,44399.0,43460.0,46967.0,47261.0,34528.0,60760.0,48416.0,43869.0,42418.0,47950.0,37736.0,43917.0,55768.0,37739.0,34072.0,32598.0,45668.0,31427.0,42011.0,40959.0,34534.0,36509.0,44709.0,42004.0,37727.0,47644.0,35957.0,32031.0,42730.0,39307.0,49524.0,37853.0,50005.0,52712.0,37477.0,31867.0,48596.0,32019.0,39231.0,49284.0,51698.0,34129.0,38798.0,41769.0,45208.0,42728.0,40851.0,50445.0,51933.0,33639.0,43556.0,52283.0,33148.0,58876.0,57526.0,48161.0,50158.0,33815.0,58105.0,36533.0,73515.0,81512.0,39435.0,49220.0,57326.0,70334.0,49793.0,70301.0,71252.0,31431.0,32589.0,51082.0,50923.0,58627.0,34271.0,59985.0,40946.0,31223.0,32596.0,31420.0,40583.0,31225.0,49276.0,39292.0,60514.0,48414.0,45028.0,39414.0
31867,34129.0,51698.0,41769.0,33148.0,42728.0,58876.0,43556.0,33815.0,40851.0,57526.0,32019.0,39231.0,45208.0,52712.0,51933.0,52283.0,50005.0,50158.0,33639.0,49284.0,48161.0,48596.0,50445.0,37477.0,37853.0,38798.0,39435.0,36533.0,70334.0,73515.0,70301.0,40946.0,34271.0,81512.0,71252.0,59985.0,32589.0,58105.0,57326.0,51082.0,50923.0,31431.0,31223.0,49793.0,49220.0,58627.0,49276.0,44399.0,50798.0,42009.0,48593.0,45662.0,33158.0,51937.0,45442.0,67186.0,43904.0,40414.0,62792.0,61352.0,49910.0,72731.0,39449.0,54256.0,61705.0,64034.0,59126.0,43917.0,40826.0,66198.0,34334.0,32009.0,43932.0,43919.0,30894.0,71823.0,44731.0,27839.0,66509.0,34321.0,48412.0,33499.0,69306.0,43836.0,34532.0,33164.0,39427.0,50601.0,71518.0,55280.0,58839.0,34336.0,71464.0,62511.0,79224.0,44972.0,51575.0,32298.0,51931.0,72489.0
32009,33164.0,34532.0,42732.0,58839.0,31700.0,36527.0,32011.0,42007.0,55768.0,32598.0,42418.0,47950.0,37736.0,49793.0,59985.0,32589.0,73515.0,70334.0,49220.0,70301.0,81512.0,36533.0,71252.0,31431.0,57326.0,58105.0,39435.0,31223.0,58627.0,50923.0,51082.0,34271.0,40946.0,48416.0,46967.0,43869.0,60760.0,47261.0,34528.0,43460.0,33815.0,37853.0,51933.0,37477.0,51698.0,34129.0,39231.0,50005.0,50158.0,38798.0,50445.0,52283.0,31867.0,48161.0,52712.0,40851.0,49284.0,45208.0,33148.0,48596.0,41769.0,57526.0,58876.0,42728.0,33639.0,32019.0,43556.0,42011.0,31427.0,49276.0,36509.0,35957.0,44399.0,50798.0,32031.0,40959.0,42009.0,48593.0,45662.0,45442.0,51937.0,67186.0,33158.0,43904.0,42004.0,40414.0,61352.0,62792.0,72731.0,39449.0,49910.0,61705.0,54256.0,64034.0,59126.0,43917.0,40826.0,66198.0,34334.0,48414.0
32011,36509.0,31427.0,35957.0,34532.0,33164.0,32009.0,30894.0,43932.0,44731.0,27839.0,34323.0,42732.0,44397.0,61705.0,45442.0,51937.0,33158.0,67186.0,58839.0,27618.0,62511.0,42011.0,43904.0,53127.0,42013.0,43871.0,31700.0,56145.0,43928.0,36527.0,71254.0,42007.0,68952.0,45726.0,43917.0,40826.0,55768.0,27788.0,51412.0,32017.0,32298.0,44840.0,44972.0,45210.0,32598.0,53953.0,40278.0,74685.0,40723.0,50440.0,49220.0,57326.0,39435.0,47950.0,38992.0,40946.0,73515.0,37736.0,37382.0,36533.0,50147.0,54785.0,74075.0,49793.0,60538.0,54648.0,81512.0,51498.0,80846.0,58627.0,51091.0,51082.0,58105.0,57910.0,60291.0,79274.0,59727.0,50923.0,59985.0,42418.0,45361.0,57536.0,44828.0,60037.0,33132.0,33834.0,71379.0,69275.0,70301.0,65126.0,70334.0,69251.0,70994.0,32589.0,71211.0,31223.0,34271.0,71252.0,31431.0,43460.0
32017,37727.0,40826.0,35957.0,44972.0,43917.0,34534.0,48412.0,33499.0,27839.0,30894.0,43932.0,44731.0,44397.0,61705.0,72731.0,39449.0,72733.0,48593.0,33669.0,67186.0,45442.0,51937.0,33158.0,56152.0,34336.0,31420.0,62511.0,32596.0,42011.0,45732.0,31225.0,43904.0,32029.0,53127.0,42009.0,49910.0,42013.0,43871.0,78574.0,44399.0,34334.0,71464.0,47518.0,43928.0,71254.0,51925.0,68952.0,32011.0,27821.0,45726.0,36509.0,67267.0,73268.0,60161.0,52458.0,51412.0,46974.0,32298.0,44840.0,45210.0,63062.0,44193.0,37739.0,67788.0,93008.0,86487.0,98154.0,51939.0,70159.0,52694.0,50005.0,41769.0,33148.0,33815.0,57526.0,39231.0,40851.0,50158.0,37477.0,32019.0,37853.0,45208.0,38798.0,58876.0,50445.0,49284.0,51933.0,52712.0,43556.0,34129.0,52283.0,42728.0,48161.0,48596.0,33639.0,51698.0,31867.0,78041.0,66783.0,66427.0
32019,34129.0,51698.0,41769.0,33148.0,42728.0,58876.0,43556.0,33815.0,40851.0,57526.0,39231.0,45208.0,52712.0,52283.0,51933.0,31867.0,50005.0,50158.0,33639.0,49284.0,48161.0,48596.0,50445.0,37477.0,37853.0,38798.0,39435.0,36533.0,70334.0,73515.0,70301.0,40946.0,34271.0,81512.0,71252.0,59985.0,32589.0,58105.0,57326.0,51082.0,50923.0,31431.0,31223.0,49793.0,49220.0,58627.0,49276.0,44399.0,50798.0,42009.0,48593.0,45662.0,45442.0,67186.0,51937.0,33158.0,43904.0,40414.0,62792.0,61352.0,49910.0,72731.0,39449.0,54256.0,61705.0,64034.0,59126.0,43917.0,40826.0,66198.0,34334.0,44731.0,30894.0,43932.0,43919.0,66509.0,27839.0,71823.0,32009.0,34321.0,48412.0,33499.0,43836.0,69306.0,34532.0,33164.0,39427.0,71518.0,50601.0,55280.0,58839.0,34336.0,71464.0,62511.0,79224.0,44972.0,51575.0,32298.0,72489.0,51931.0
32029,71254.0,43871.0,51412.0,37380.0,55995.0,33085.0,34534.0,78088.0,45081.0,31427.0,43917.0,51037.0,61248.0,44972.0,45730.0,62081.0,31420.0,73929.0,34520.0,37727.0,44397.0,32596.0,44731.0,30894.0,27839.0,43932.0,43919.0,39400.0,32017.0,61705.0,68205.0,45662.0,45442.0,51937.0,33158.0,67186.0,43679.0,54004.0,62511.0,53127.0,79057.0,79224.0,47200.0,59022.0,55577.0,39446.0,31225.0,50798.0,52458.0,34319.0,42013.0,79428.0,46974.0,34334.0,75985.0,36708.0,49910.0,27821.0,42723.0,79008.0,42009.0,79293.0,47044.0,36509.0,43904.0,80219.0,90430.0,95309.0,110350.0,175569.0,90057.0,184253.0,71211.0,44828.0,112070.0,72605.0,69251.0,38992.0,69275.0,70994.0,169984.0,66171.0,47254.0,54648.0,57536.0,57910.0,51498.0,59727.0,60037.0,60291.0,40723.0,60538.0,51091.0,50440.0,50147.0,54785.0,47810.0,65126.0,94266.0,71379.0
32031,49274.0,40339.0,58839.0,32598.0,34532.0,33164.0,32009.0,40962.0,42732.0,149406.0,80860.0,116738.0,47725.0,48982.0,49013.0,176805.0,164707.0,184791.0,99853.0,94661.0,118572.0,80727.0,79684.0,118862.0,130452.0,109596.0,184349.0,163527.0,128594.0,174681.0,88069.0,64116.0,127134.0,89898.0,156781.0,126577.0,113252.0,121007.0,119714.0,153408.0,128366.0,86059.0,49735.0,140561.0,72624.0,72701.0,171811.0,70697.0,170993.0,173253.0,141646.0,141513.0,69304.0,66798.0,104339.0,148775.0,102378.0,143031.0,124404.0,149350.0,143559.0,126921.0,118834.0,93022.0,69720.0,167854.0,118270.0,142831.0,128089.0,72178.0,46105.0,124273.0,44777.0,92643.0,91355.0,91386.0,122092.0,121781.0,66943.0,146684.0,120813.0,69469.0,148632.0,147410.0,118894.0,156025.0,69211.0,121469.0,76301.0,142550.0,76143.0,149566.0,81087.0,134847.0,140481.0,135777.0,149508.0,79897.0,136341.0,130518.0
32289,33880.0,44613.0,47382.0,58107.0,38388.0,78316.0,103606.0,45880.0,56949.0,33145.0,43904.0,73319.0,69069.0,59421.0,40962.0,31433.0,47122.0,61250.0,101142.0,36525.0,70183.0,84374.0,40581.0,81847.0,39427.0,103141.0,103335.0,106696.0,69757.0,97921.0,87232.0,69122.0,78499.0,31685.0,96821.0,68954.0,32289.0,161634.0,52694.0,111375.0,78218.0,109282.0,131749.0,134861.0,112497.0,170957.0,170937.0,70159.0,181659.0,69516.0,182749.0,128488.0,51939.0,173255.0,155064.0,116977.0,147142.0,130087.0,92264.0,142420.0,129737.0,158813.0,170401.0,157312.0,53466.0,106927.0,62008.0,88108.0,101283.0,158402.0,79572.0,83910.0,100302.0,117444.0,69988.0,144222.0,81456.0,133780.0,65588.0,65577.0,179709.0,177615.0,131439.0,193567.0,39307.0,84187.0,162982.0,177285.0,49263.0,106873.0,75395.0,47978.0,48342.0,51884.0,58078.0,69904.0,76751.0,56379.0,95624.0,54116.0
