userId,m_id1,m_id2,m_id3,m_id4,m_id5,m_id6,m_id7,m_id8,m_id9,m_id10,m_id11,m_id12,m_id13,m_id14,m_id15,m_id16,m_id17,m_id18,m_id19,m_id20,m_id21,m_id22,m_id23,m_id24,m_id25,m_id26,m_id27,m_id28,m_id29,m_id30,m_id31,m_id32,m_id33,m_id34,m_id35,m_id36,m_id37,m_id38,m_id39,m_id40,m_id41,m_id42,m_id43,m_id44,m_id45,m_id46,m_id47,m_id48,m_id49,m_id50,m_id51,m_id52,m_id53,m_id54,m_id55,m_id56,m_id57,m_id58,m_id59,m_id60,m_id61,m_id62,m_id63,m_id64,m_id65,m_id66,m_id67,m_id68,m_id69,m_id70,m_id71,m_id72,m_id73,m_id74,m_id75,m_id76,m_id77,m_id78,m_id79,m_id80,m_id81,m_id82,m_id83,m_id84,m_id85,m_id86,m_id87,m_id88,m_id89,m_id90,m_id91,m_id92,m_id93,m_id94,m_id95,m_id96,m_id97,m_id98,m_id99,m_id100
22,58559.0,79132.0,33794.0,48516.0,48780.0,44191.0,54286.0,68954.0,49272.0,59315.0,68157.0,60069.0,32587.0,91529.0,51662.0,72998.0,55820.0,48394.0,48774.0,50872.0,69122.0,99114.0,46578.0,70286.0,63082.0,56367.0,109487.0,33493.0,74458.0,40815.0,73017.0,45722.0,51255.0,80463.0,68358.0,89745.0,57669.0,53125.0,54001.0,35836.0,49530.0,54503.0,60684.0,46976.0,48385.0,122904.0,71535.0,52973.0,78499.0,109374.0,44665.0,56174.0,41566.0,55765.0,64614.0,96079.0,45499.0,122882.0,106782.0,30793.0,112852.0,33679.0,54272.0,91500.0,55247.0,34405.0,40819.0,47610.0,45517.0,134853.0,34162.0,69844.0,111759.0,44195.0,59784.0,39183.0,47099.0,56782.0,38061.0,63113.0,87232.0,59369.0,122886.0,79702.0,54997.0,44199.0,81845.0,134130.0,115617.0,91542.0,81591.0,76093.0,34048.0,116797.0,45447.0,36529.0,77561.0,139385.0,58998.0,37729.0
24,58559.0,79132.0,33794.0,48516.0,68954.0,54286.0,44191.0,59315.0,48780.0,49272.0,51662.0,68157.0,91529.0,72998.0,60069.0,32587.0,109487.0,99114.0,50872.0,70286.0,69122.0,74458.0,48774.0,89745.0,73017.0,35836.0,63082.0,56367.0,122904.0,48394.0,109374.0,112852.0,33493.0,45722.0,71535.0,55820.0,68358.0,122882.0,80463.0,96079.0,40815.0,46578.0,53125.0,78499.0,52973.0,60684.0,54503.0,51255.0,111759.0,106782.0,49530.0,91500.0,57669.0,69844.0,64614.0,134853.0,54001.0,87232.0,47610.0,122886.0,59784.0,81845.0,45499.0,48385.0,34405.0,46976.0,134130.0,56174.0,44665.0,116797.0,91542.0,33679.0,119145.0,115617.0,34162.0,41566.0,79702.0,63113.0,47099.0,55765.0,76093.0,54272.0,30793.0,59369.0,45517.0,77561.0,31685.0,36529.0,55247.0,69757.0,139385.0,45447.0,38061.0,79091.0,81591.0,53996.0,40819.0,39183.0,88125.0,115713.0
25,58559.0,79132.0,68954.0,68157.0,60069.0,91529.0,33794.0,109487.0,59315.0,48516.0,48780.0,72998.0,99114.0,54286.0,44191.0,74458.0,122904.0,70286.0,48394.0,49272.0,69122.0,89745.0,32587.0,112852.0,50872.0,115617.0,51662.0,73017.0,80463.0,78499.0,109374.0,106782.0,111759.0,64614.0,68358.0,116797.0,122882.0,96079.0,134853.0,48774.0,91500.0,69844.0,71535.0,63082.0,81845.0,56367.0,57669.0,122886.0,91542.0,134130.0,55820.0,53125.0,60684.0,88125.0,45722.0,40815.0,76093.0,46578.0,87232.0,79702.0,51255.0,47099.0,77561.0,54001.0,81834.0,59784.0,33493.0,54503.0,115713.0,81591.0,119145.0,35836.0,91658.0,152081.0,112552.0,48385.0,139385.0,55247.0,56174.0,108932.0,63113.0,47610.0,84152.0,45517.0,46976.0,55765.0,122918.0,52973.0,69757.0,44665.0,85414.0,30793.0,79091.0,104841.0,72641.0,88140.0,59369.0,95510.0,36529.0,33679.0
28,58559.0,33794.0,48516.0,79132.0,44191.0,49272.0,54286.0,32587.0,59315.0,48780.0,51662.0,68954.0,48774.0,60069.0,33493.0,55820.0,50872.0,68157.0,72998.0,48394.0,56367.0,69122.0,70286.0,46578.0,45722.0,40815.0,63082.0,91529.0,35836.0,49530.0,51255.0,44665.0,54503.0,46976.0,45499.0,68358.0,74458.0,53125.0,41566.0,60684.0,73017.0,57669.0,34405.0,52973.0,54001.0,48385.0,33679.0,44199.0,55765.0,47610.0,56174.0,99114.0,71535.0,54272.0,109487.0,30793.0,47099.0,39183.0,38061.0,45517.0,89745.0,34048.0,59369.0,36529.0,44195.0,34162.0,54997.0,64614.0,78499.0,40819.0,80463.0,45447.0,63113.0,53996.0,59784.0,96079.0,91500.0,37733.0,56782.0,109374.0,31685.0,122904.0,87232.0,55247.0,111759.0,69844.0,41569.0,79702.0,69481.0,134130.0,122882.0,58998.0,112852.0,134853.0,122886.0,77561.0,106782.0,31696.0,53972.0,76251.0
29,58559.0,79132.0,48516.0,48780.0,68157.0,33794.0,99114.0,54286.0,68954.0,49272.0,44191.0,91529.0,59315.0,48774.0,72998.0,70286.0,60069.0,55820.0,109487.0,74458.0,48394.0,69122.0,32587.0,51662.0,80463.0,89745.0,71535.0,111759.0,96079.0,109374.0,56174.0,122882.0,46578.0,73017.0,56367.0,33493.0,87232.0,50872.0,122904.0,112852.0,91500.0,63082.0,64614.0,106782.0,60684.0,81845.0,51255.0,57669.0,78499.0,91542.0,54503.0,53125.0,134853.0,122886.0,115617.0,79702.0,68358.0,134130.0,115713.0,77561.0,45722.0,40815.0,76093.0,55247.0,56782.0,55765.0,116797.0,81591.0,63113.0,104841.0,85414.0,59784.0,44665.0,54001.0,139385.0,69844.0,35836.0,48385.0,119145.0,54272.0,112552.0,49530.0,59369.0,68237.0,52973.0,47099.0,112556.0,69481.0,84152.0,91658.0,44199.0,76251.0,51540.0,69757.0,47610.0,33615.0,41566.0,30793.0,38061.0,34405.0
30,58559.0,79132.0,68954.0,33794.0,60069.0,91529.0,59315.0,109487.0,72998.0,68157.0,48516.0,48780.0,54286.0,99114.0,44191.0,89745.0,49272.0,122904.0,70286.0,74458.0,32587.0,69122.0,50872.0,112852.0,115617.0,51662.0,78499.0,73017.0,48394.0,69844.0,109374.0,68358.0,48774.0,91500.0,80463.0,134853.0,111759.0,76093.0,116797.0,45722.0,122882.0,106782.0,53125.0,71535.0,96079.0,87232.0,40815.0,122886.0,63082.0,56367.0,91542.0,119145.0,134130.0,79702.0,77561.0,81834.0,60684.0,81845.0,64614.0,152081.0,33493.0,88125.0,59784.0,54001.0,51255.0,55820.0,46578.0,48385.0,35836.0,54503.0,57669.0,47099.0,108932.0,52973.0,56174.0,63113.0,30793.0,79091.0,139385.0,88140.0,122892.0,110102.0,84152.0,81591.0,69757.0,115713.0,33679.0,45517.0,41566.0,72641.0,59369.0,55247.0,112552.0,85414.0,54272.0,104841.0,45499.0,34162.0,91658.0,55765.0
34,33794.0,45499.0,32587.0,45722.0,44191.0,51662.0,58559.0,49272.0,35836.0,33679.0,59315.0,50872.0,34048.0,41566.0,30793.0,33493.0,40815.0,48516.0,54286.0,52973.0,34162.0,53996.0,54272.0,53125.0,45517.0,48774.0,49530.0,48780.0,31685.0,68954.0,54001.0,40819.0,56367.0,46976.0,34405.0,48385.0,45186.0,44665.0,79132.0,44199.0,54503.0,39183.0,45447.0,68358.0,69122.0,46578.0,48394.0,54997.0,72998.0,41569.0,60684.0,38061.0,51255.0,47610.0,53322.0,34319.0,68157.0,60069.0,59369.0,70286.0,63082.0,34150.0,61024.0,78499.0,63113.0,73017.0,55765.0,33615.0,60072.0,59784.0,52722.0,58998.0,31696.0,74458.0,56174.0,57368.0,37733.0,47099.0,72641.0,76251.0,37729.0,53972.0,62434.0,72011.0,45720.0,64839.0,33004.0,69757.0,60074.0,55820.0,36529.0,56757.0,60040.0,71535.0,87232.0,59615.0,91500.0,64957.0,77561.0,51935.0
41,58559.0,79132.0,48516.0,68157.0,33794.0,68954.0,48780.0,44191.0,99114.0,91529.0,54286.0,51662.0,72998.0,49272.0,59315.0,69122.0,60069.0,56367.0,46578.0,109487.0,32587.0,50872.0,80463.0,74458.0,109374.0,73017.0,55820.0,35836.0,48394.0,63082.0,106782.0,70286.0,48774.0,122904.0,51255.0,53125.0,112852.0,55247.0,54503.0,45722.0,89745.0,40815.0,71535.0,91500.0,122882.0,52973.0,78499.0,54001.0,134853.0,96079.0,81845.0,64614.0,33493.0,79702.0,54272.0,112552.0,60684.0,91542.0,111759.0,57669.0,69757.0,59784.0,48385.0,47099.0,56174.0,81591.0,116797.0,112556.0,69844.0,40819.0,87232.0,119145.0,41566.0,34162.0,30793.0,49530.0,115617.0,76093.0,55765.0,72641.0,45499.0,122886.0,31685.0,46976.0,45517.0,139385.0,134130.0,33679.0,45447.0,104841.0,44665.0,112183.0,68358.0,59369.0,79091.0,51540.0,63113.0,115713.0,76251.0,56782.0
45,58559.0,33794.0,50872.0,54286.0,33493.0,59315.0,51662.0,32587.0,48516.0,44191.0,48780.0,49272.0,33679.0,45722.0,41566.0,79132.0,68954.0,45499.0,40815.0,54272.0,60069.0,53125.0,72998.0,35836.0,52973.0,54001.0,48774.0,34048.0,30793.0,34162.0,53996.0,56367.0,55820.0,54503.0,69122.0,51255.0,73017.0,46578.0,68157.0,34405.0,48385.0,56174.0,49530.0,91529.0,44665.0,45447.0,70286.0,63082.0,78499.0,59784.0,44199.0,46976.0,99114.0,48394.0,68358.0,54997.0,33004.0,69844.0,91500.0,60684.0,59369.0,38061.0,57669.0,45517.0,41569.0,71535.0,89745.0,47610.0,55765.0,112852.0,59615.0,109374.0,74458.0,96079.0,40819.0,31685.0,53322.0,53972.0,58998.0,109487.0,33615.0,44195.0,39183.0,63113.0,87232.0,111759.0,122904.0,77561.0,80463.0,134853.0,37729.0,47099.0,52722.0,79702.0,54259.0,34150.0,76251.0,31696.0,81845.0,76093.0
47,58559.0,79132.0,99114.0,48780.0,68157.0,44191.0,109487.0,48516.0,33794.0,72998.0,68954.0,63082.0,109374.0,91529.0,59315.0,56367.0,69122.0,106782.0,80463.0,46578.0,49272.0,47099.0,74458.0,112556.0,54286.0,55247.0,81845.0,73017.0,50872.0,112552.0,122882.0,60069.0,112852.0,32587.0,70286.0,91500.0,51662.0,40819.0,64614.0,89745.0,69757.0,122904.0,116797.0,72641.0,81591.0,48394.0,78499.0,134853.0,53125.0,97304.0,111759.0,45722.0,49530.0,91542.0,55820.0,97938.0,112183.0,84152.0,35836.0,104841.0,106920.0,71535.0,79702.0,96079.0,88810.0,97921.0,119145.0,40815.0,59784.0,41566.0,87232.0,64957.0,33493.0,31685.0,112290.0,59369.0,86882.0,134130.0,48385.0,64969.0,45517.0,48774.0,52973.0,115617.0,69844.0,56174.0,92259.0,139385.0,79091.0,76093.0,55765.0,96821.0,30793.0,91658.0,34162.0,117176.0,115569.0,45447.0,54503.0,45720.0
49,79132.0,58559.0,109487.0,68954.0,91529.0,68157.0,72998.0,99114.0,59315.0,33794.0,54286.0,70286.0,48516.0,48780.0,60069.0,44191.0,122904.0,74458.0,49272.0,89745.0,69122.0,112852.0,109374.0,73017.0,122882.0,111759.0,115617.0,116797.0,51662.0,134130.0,48394.0,80463.0,96079.0,106782.0,47099.0,134853.0,48774.0,50872.0,63082.0,64614.0,119145.0,122886.0,32587.0,69844.0,78499.0,112552.0,76093.0,71535.0,81845.0,87232.0,91542.0,91500.0,139385.0,68358.0,152081.0,59784.0,56367.0,79702.0,115713.0,46578.0,108932.0,60684.0,56174.0,88125.0,81591.0,55247.0,55820.0,57669.0,104841.0,112556.0,53125.0,81834.0,63113.0,77561.0,69757.0,72641.0,79091.0,33493.0,85414.0,47610.0,51255.0,112183.0,97938.0,84152.0,91658.0,68237.0,49530.0,35836.0,52973.0,110102.0,31685.0,54503.0,115149.0,55765.0,45722.0,164179.0,40815.0,45517.0,46976.0,59369.0
50,58559.0,79132.0,33794.0,109487.0,68954.0,91529.0,68157.0,48780.0,99114.0,48516.0,44191.0,72998.0,59315.0,54286.0,60069.0,49272.0,74458.0,50872.0,109374.0,32587.0,69122.0,106782.0,122904.0,89745.0,51662.0,46578.0,112852.0,73017.0,70286.0,122882.0,80463.0,63082.0,134853.0,111759.0,116797.0,56367.0,55820.0,48774.0,48394.0,96079.0,115617.0,91500.0,81845.0,112552.0,40815.0,78499.0,64614.0,134130.0,55247.0,45722.0,122886.0,119145.0,53125.0,71535.0,91542.0,33493.0,139385.0,69844.0,47099.0,87232.0,48385.0,51255.0,59784.0,79702.0,68358.0,35836.0,115713.0,54272.0,104841.0,76093.0,54001.0,56174.0,57669.0,30793.0,60684.0,81591.0,77561.0,91658.0,97938.0,112556.0,152081.0,108932.0,81834.0,54503.0,84152.0,41566.0,45517.0,88125.0,112183.0,52973.0,40819.0,46976.0,69757.0,63113.0,79091.0,55765.0,45499.0,92259.0,106920.0,72641.0
51,58559.0,33794.0,51662.0,79132.0,48516.0,54286.0,44191.0,59315.0,48780.0,68954.0,35836.0,49272.0,50872.0,32587.0,60069.0,48774.0,56367.0,40815.0,72998.0,46578.0,69122.0,91529.0,68157.0,52973.0,45722.0,54503.0,54001.0,55820.0,70286.0,51255.0,33493.0,48394.0,45499.0,53125.0,63082.0,34162.0,46976.0,33679.0,99114.0,49530.0,41566.0,73017.0,48385.0,54272.0,34405.0,68358.0,74458.0,47610.0,44665.0,30793.0,69844.0,60684.0,78499.0,53996.0,56174.0,57669.0,80463.0,122904.0,59369.0,89745.0,39183.0,54997.0,45447.0,38061.0,109487.0,71535.0,58998.0,55765.0,40819.0,44195.0,59784.0,59615.0,31685.0,34048.0,45517.0,106782.0,109374.0,63113.0,96079.0,91500.0,76251.0,122882.0,79702.0,76093.0,134853.0,81845.0,122886.0,52722.0,112852.0,69757.0,87232.0,61024.0,134130.0,37729.0,111759.0,64614.0,55247.0,33004.0,44199.0,81834.0
52,58559.0,79132.0,33794.0,48516.0,68954.0,59315.0,54286.0,44191.0,48780.0,49272.0,60069.0,72998.0,51662.0,91529.0,68157.0,32587.0,50872.0,70286.0,69122.0,48774.0,99114.0,109487.0,74458.0,89745.0,56367.0,55820.0,40815.0,48394.0,73017.0,33493.0,45722.0,122904.0,63082.0,53125.0,35836.0,46578.0,68358.0,112852.0,54001.0,69844.0,78499.0,51255.0,54503.0,60684.0,80463.0,71535.0,109374.0,111759.0,52973.0,96079.0,57669.0,48385.0,56174.0,91500.0,87232.0,106782.0,122882.0,122886.0,64614.0,79702.0,115617.0,134853.0,49530.0,44665.0,59784.0,77561.0,119145.0,41566.0,45499.0,47610.0,34162.0,34405.0,134130.0,91542.0,63113.0,55765.0,54272.0,33679.0,116797.0,76093.0,59369.0,46976.0,81845.0,47099.0,30793.0,38061.0,45517.0,88125.0,55247.0,81834.0,139385.0,31685.0,44199.0,81591.0,69757.0,34048.0,53996.0,72641.0,58998.0,45447.0
55,58559.0,48516.0,54286.0,33794.0,79132.0,49272.0,44191.0,48780.0,32587.0,59315.0,48774.0,51662.0,91529.0,48394.0,68157.0,55820.0,68954.0,69122.0,44665.0,49530.0,50872.0,46578.0,63082.0,70286.0,72998.0,60069.0,55765.0,35836.0,46976.0,74458.0,54503.0,52973.0,56367.0,99114.0,51255.0,73017.0,57669.0,53125.0,54001.0,45722.0,33493.0,56174.0,54272.0,60684.0,44199.0,109487.0,48385.0,40815.0,54997.0,89745.0,71535.0,34162.0,38061.0,64614.0,91500.0,47610.0,36529.0,68358.0,106782.0,34405.0,80463.0,47099.0,78499.0,45499.0,53322.0,59369.0,33679.0,56782.0,87232.0,41566.0,44195.0,122882.0,55247.0,109374.0,63113.0,134853.0,45447.0,96079.0,134130.0,79702.0,81845.0,40819.0,76093.0,37733.0,111759.0,139385.0,59784.0,122904.0,45517.0,69481.0,64839.0,53996.0,41997.0,31685.0,34048.0,112852.0,91542.0,30793.0,39183.0,85414.0
