userId,movieId,rating
18,104241,3
18,104879,3
18,106072,4
18,106487,4
18,106489,4
18,106782,3
18,106839,4
18,109374,4
18,109487,5
18,110102,4
18,111362,4
18,111759,4
18,112183,4
18,112334,5
18,112421,4
18,112552,5
18,112852,5
18,114060,4
18,114066,4
18,115713,5
18,116797,5
18,116823,4
18,117176,4
18,118900,4
18,119145,4
18,122886,4
18,122892,4
18,122900,4
18,122904,4
18,122918,4
18,122920,3
18,122924,4
18,122926,4
18,128620,4
18,134130,5
18,134853,4
18,135569,4
18,139385,4
18,140289,4
18,141688,4
18,142488,5
18,144210,4
18,145283,4
18,148626,4
18,150548,4
18,155168,4
18,158238,4
18,158972,4
18,159093,4
18,160438,3
18,161582,4
18,162350,4
18,162606,4
18,164179,3
18,166015,4
18,166635,4
18,168252,4
18,171023,4
18,176101,4
18,177593,5
18,180095,3
18,180777,5
18,185135,5
21,30793,4
21,31433,4
21,31685,4
21,32296,4
21,32587,3
21,33004,5
21,33493,5
21,33615,4
21,33679,4
21,33794,4
21,34048,4
21,34150,3
21,34162,3
21,36519,4
21,38038,2
21,39715,3
21,40629,2
21,40815,4
21,41566,3
21,44022,4
21,44191,3
21,45186,4
21,45447,4
21,45499,4
21,45672,3
21,46972,4
21,47997,5
21,49272,4
21,49286,4
21,50189,2
21,50872,4
21,51084,4
21,51662,4
21,52973,4
21,53121,5
21,53125,4
21,53322,5
21,53972,3
21,53996,4
21,54276,4
21,54286,4
21,56775,4
21,57640,3
21,58025,2
21,58559,4
21,58998,5
21,59315,4
21,59369,3
21,59429,3
21,59615,4
21,59784,4
21,59900,3
21,60074,4
21,60397,4
21,61160,1
21,63082,4
21,63113,4
21,63859,4
21,64032,3
21,66934,1
21,68791,4
21,68793,4
21,68954,5
21,69122,4
21,69406,4
21,69526,4
21,69644,4
21,69844,4
21,70286,4
21,72378,4
21,72641,3
21,72998,4
21,73017,3
21,73106,2
21,73319,3
21,73321,4
21,73858,2
21,74789,3
21,76093,4
21,76251,3
21,77561,4
21,78469,4
21,78499,4
21,78637,5
21,79132,4
21,79134,2
21,79185,4
21,79293,4
21,79592,4
21,80166,3
21,80463,3
21,81229,4
21,81564,3
21,81591,1
21,81834,3
21,81845,4
21,82202,4
21,84152,4
21,86068,1
21,87232,4
21,87520,4
21,88125,4
21,88140,4
21,88405,3
21,88744,3
21,89745,4
21,90249,4
21,91500,4
21,91529,4
21,91535,4
21,91630,4
21,93510,3
21,94503,3
21,94677,4
21,94777,4
21,95067,3
21,95167,4
21,95441,4
21,95510,4
21,96079,4
21,96588,4
21,97913,2
21,97938,4
21,98124,4
21,99114,4
21,101864,5
21,102125,4
21,102481,4
21,102716,3
21,102993,2
21,103141,4
21,103228,4
21,103253,3
21,103335,4
21,103339,4
21,103372,4
21,103384,4
21,103801,1
21,103810,4
21,103819,2
21,103883,4
21,104211,4
21,104374,4
21,104841,4
21,105213,2
21,105653,4
21,105844,2
21,105954,4
21,106072,4
21,106487,4
21,106489,3
21,106491,4
21,106540,3
21,106696,4
21,106782,3
21,106916,3
21,106918,4
21,106920,3
21,107141,4
21,107449,2
21,108156,3
21,108190,4
21,108932,1
21,108945,3
21,109374,4
21,109487,3
21,109576,3
21,109723,4
21,109864,2
21,110102,4
21,110130,4
21,110553,3
21,111113,3
21,111362,4
21,111617,4
21,111743,4
21,111759,5
21,111781,5
21,111844,4
21,112006,4
21,112138,4
21,112175,4
21,112852,4
21,114180,4
21,114818,1
21,115149,4
21,115502,4
21,115617,4
21,115877,4
21,116797,3
21,116823,4
21,117368,4
21,117529,4
21,117572,3
21,117590,4
21,117851,3
21,117922,4
21,119141,1
21,119145,4
21,119155,4
21,119964,2
21,122882,4
21,122886,4
21,122892,4
21,122896,4
21,122900,4
21,122904,4
21,122922,4
21,126548,3
21,130450,3
21,132157,3
21,133419,3
21,134368,4
21,134393,3
21,134853,4
21,135133,4
21,135536,4
21,135861,1
21,135887,5
21,136016,3
21,136020,4
21,138036,4
21,138186,1
21,139642,1
21,139717,1
21,139915,3
21,140301,3
21,142536,3
21,143245,2
21,143385,4
21,148675,2
21,149380,2
21,152081,4
21,160565,1
21,160872,1
21,164179,4
21,164909,4
21,166492,4
21,167036,4
21,168248,4
21,168252,3
21,173307,1
22,33004,1
22,33794,3
22,34437,3
22,36529,3
22,37733,3
22,37741,4
22,38038,1
22,39183,3
22,41997,3
22,44191,1
22,46976,1
22,48394,2
22,48516,3
22,48780,4
22,49272,5
22,50872,2
22,51540,1
22,52281,1
22,53519,1
22,54286,3
22,54503,4
22,55290,1
22,55765,1
22,55820,4
22,56171,1
22,56367,1
22,56782,4
22,56788,1
22,58559,3
22,59315,1
22,60069,2
22,60766,1
22,60950,1
22,61323,1
22,63082,1
22,64575,4
22,66097,2
22,68157,4
22,68358,1
22,68954,2
22,69122,1
22,69757,1
22,70286,1
22,71464,1
22,72998,4
22,74789,1
24,31685,4
24,31696,3
24,33679,4
24,34437,4
24,35836,4
24,38061,4
24,44191,4
24,45672,3
24,46976,4
24,47610,3
24,49272,4
24,51662,4
24,52973,4
24,54286,4
24,57368,4
24,58559,4
24,58998,4
24,59615,4
24,61024,4
24,61132,3
24,63113,3
24,64957,4
24,64969,3
24,68157,3
24,68358,4
24,69406,3
24,70286,4
24,72011,4
24,79132,4
24,86882,4
24,91529,4
24,91542,4
24,94777,4
24,96079,4
24,96610,3
24,102407,4
24,111759,4
24,119145,4
24,122886,4
24,132660,4
24,134130,4
24,134393,3
24,134853,4
24,139385,3
25,58559,5
25,59315,4
25,60069,5
25,68157,5
25,68954,5
25,74458,5
25,79132,5
25,91529,5
25,116797,5
25,122912,5
25,122916,5
25,176371,4
25,177593,5
25,180095,5
25,187541,4
25,187593,5
28,27788,1
28,31225,3
28,31420,3
28,32587,4
28,33004,3
28,33493,4
28,33660,4
28,33679,2
28,33794,5
28,34048,4
28,34150,3
28,34319,3
28,34405,5
28,34437,4
28,34536,3
28,36517,3
28,36527,3
28,36529,4
28,37386,4
28,37731,3
28,37739,3
28,37741,2
28,38061,5
28,38886,2
28,39381,4
28,39444,4
28,40278,3
28,40414,3
28,40583,3
28,40629,2
28,40819,3
28,41566,3
28,41569,3
28,41863,5
28,41997,3
28,42004,3
28,43396,4
28,43921,3
28,43928,3
28,43936,3
28,44191,3
28,44195,5
28,44199,2
28,44204,3
28,44665,3
28,44761,2
28,45658,2
28,46578,2
28,46723,3
28,47099,3
28,47629,2
28,47644,3
28,47894,4
28,48326,3
28,48385,4
28,48516,3
28,48738,3
28,48774,3
28,48780,2
28,48783,3
28,48879,3
28,49265,4
28,49272,4
28,49278,3
28,49530,5
28,49651,3
28,49822,3
28,49961,3
28,50068,3
28,50442,2
28,51080,2
28,51255,1
28,51471,3
28,51540,2
28,51662,5
28,51935,3
28,52042,3
28,52241,2
28,52281,3
28,52328,3
28,52604,2
28,52952,4
28,53123,5
28,53322,2
28,53550,3
28,53953,1
28,53972,3
28,54286,4
28,54503,4
28,54736,3
28,54962,3
28,54997,4
28,55080,3
28,55094,4
28,55116,3
28,55118,4
28,55247,4
28,55274,3
28,55276,3
28,55290,3
28,55363,3
28,55721,4
28,55765,3
28,55820,5
28,55908,4
28,56145,1
28,56174,4
28,56367,3
28,56587,3
28,56607,3
28,56782,3
28,56921,2
28,57368,2
28,57528,2
28,57640,4
28,57669,4
28,58293,1
28,58559,4
28,58803,3
28,59018,5
28,59129,3
28,59315,5
28,59369,4
28,59387,2
28,60040,3
28,60046,4
28,60069,4
28,60389,4
28,60647,3
28,60674,3
28,60684,4
28,60735,3
28,60753,3
28,60941,3
28,60943,5
28,61011,2
28,61024,2
28,61132,2
28,61167,4
28,61210,4
28,61236,3
28,61248,2
28,61323,3
28,61350,4
28,61352,3
28,61628,2
28,61986,3
28,62374,3
28,62376,3
28,62394,2
28,62792,3
28,62799,3
28,62849,4
28,63033,4
28,63062,3
28,63082,4
28,63113,3
28,64030,4
28,64497,3
28,64575,3
28,64614,4
28,64716,4
28,64839,3
28,64957,5
28,64983,3
28,64997,4
28,65216,4
28,65682,3
28,65982,3
28,67534,3
28,68205,3
28,68237,3
28,68319,4
28,68358,4
28,68791,5
28,70286,5
28,70336,2
28,71106,3
28,71135,4
28,72378,2
28,72998,5
29,48516,5
29,48774,5
29,51540,4
29,55820,4
29,56174,4
29,64620,5
29,68237,5
29,70286,4
29,80489,4
29,81845,4
29,82459,5
29,87232,4
29,87306,5
29,98961,5
29,99114,5
29,104841,4
29,111362,5
29,111759,4
30,33794,5
30,58559,5
30,59315,5
30,60069,5
30,68358,5
30,68954,5
30,79132,5
30,91529,5
30,93510,5
30,95510,5
30,96821,5
30,97913,4
30,108932,4
30,109487,5
30,111759,5
30,112852,5
30,115617,5
30,116823,4
30,122904,5
34,31685,2
34,44974,5
34,45499,5
41,31685,3
41,34162,4
41,34319,3
41,35836,4
41,37729,4
41,41285,4
41,46578,4
41,46723,4
41,47099,4
41,48394,3
41,48516,4
41,48780,3
41,49286,3
41,49530,4
41,50872,4
41,51662,2
41,52973,4
41,53519,1
41,54001,1
41,54272,4
41,54286,4
41,55247,4
41,55280,4
41,55765,2
41,55820,5
41,56367,3
41,56941,4
41,57669,5
41,58998,4
41,59725,3
41,59900,3
41,60950,3
41,61132,3
41,61240,4
41,61323,3
41,64839,1
41,64969,3
41,65230,4
41,66097,4
41,67255,4
41,68157,4
41,68954,4
41,69122,3
41,69757,4
41,70293,3
41,71033,4
41,71899,4
41,79132,1
41,80906,2
41,81591,4
41,81845,3
41,85774,1
41,86781,4
41,86882,4
41,87869,5
41,88129,4
41,88163,4
41,89759,4
41,91529,1
41,92259,4
41,93840,2
41,96829,4
41,97921,4
41,99114,4
41,100714,2
41,101525,3
41,102407,3
41,103980,3
41,104879,5
41,106918,4
41,106920,3
41,109374,4
41,111659,1
41,111921,4
41,112183,3
41,112290,4
41,112552,4
41,112556,3
41,115149,1
41,115569,4
41,115713,1
41,116897,5
41,118900,4
41,122882,3
41,122904,1
41,125916,1
41,128360,4
41,135887,3
41,136864,1
41,138036,2
41,139385,4
41,140110,4
41,150548,1
45,33004,4
45,33145,4
45,33493,5
45,33495,3
45,33679,5
45,50872,5
45,51080,5
45,53121,4
45,53125,4
45,53322,5
45,53993,5
45,53996,5
45,54272,5
45,54286,5
47,30793,3
47,31685,3
47,40819,4
47,45950,3
47,47099,3
47,47423,5
47,48385,1
47,49278,4
47,49530,3
47,49824,3
47,51931,5
47,53894,4
47,55247,4
47,56587,4
47,59725,4
47,63082,4
47,63876,3
47,68932,4
47,69122,1
47,69712,4
47,72395,4
47,72641,4
47,72998,3
47,79242,3
47,80463,4
47,81591,2
47,81932,4
47,82767,4
47,84152,5
47,88405,1
47,88810,4
47,91658,3
47,96567,4
47,96588,2
47,96811,4
47,97921,4
47,97923,4
47,97938,4
47,100383,4
47,101525,4
47,104841,2
47,105504,4
47,106100,4
47,106782,4
47,108729,3
47,111921,4
47,112183,2
47,112552,5
47,112556,2
47,112804,5
47,117881,4
47,132424,3
47,137337,4
47,139385,1
47,140174,3
47,140247,1
47,140715,4
47,145839,4
47,146656,4
47,148626,3
47,159817,3
47,160980,4
47,161582,4
47,163645,3
47,166643,3
47,171011,3
49,47099,5
49,70286,4
49,79091,4
49,79132,5
49,103335,4
49,109487,5
49,122920,4
49,139385,5
49,168252,5
50,30793,2
50,32031,2
50,33794,3
50,38038,3
50,41566,2
50,44022,2
50,44555,4
50,45517,2
50,45880,3
50,46062,1
50,46578,3
50,47099,2
50,48385,3
50,48780,3
50,49272,3
50,50872,3
50,52885,3
50,54272,3
50,55247,3
50,56174,2
50,58559,3
50,59615,2
50,59784,3
50,60397,3
50,62644,3
50,63082,3
50,63312,2
50,64278,4
50,66335,3
50,69122,1
50,69644,1
50,71156,3
50,71264,2
50,72378,1
50,72998,2
50,74458,3
50,78499,2
50,79132,3
50,79224,2
50,79702,2
50,81018,3
50,81562,2
50,85796,2
50,87222,2
50,88911,3
50,89774,3
50,90522,2
50,90746,3
50,91094,2
50,92046,3
50,92427,1
50,92475,4
50,93326,1
50,94677,2
50,94864,2
50,95543,1
50,96079,3
50,96606,3
50,96610,2
50,97225,2
50,97304,4
50,97923,3
50,97938,2
50,99114,3
50,100498,1
50,101072,3
50,102407,3
50,103171,1
50,103228,2
50,103335,2
50,104283,4
50,104841,2
50,104913,3
50,106782,3
50,107338,3
50,107565,2
50,108932,3
50,109374,3
50,109487,3
50,110102,2
50,111732,4
50,111921,3
50,112183,3
50,112552,3
50,115203,3
50,116797,3
50,117176,2
50,117529,2
50,122882,3
50,122898,1
50,122904,2
50,122918,1
50,127146,3
50,128360,3
50,128620,4
50,128695,3
50,134170,3
50,135143,2
50,135456,3
50,135887,1
50,136018,2
50,136020,2
50,136305,1
50,136564,3
50,136864,2
50,137857,2
50,138208,3
50,139385,3
50,139644,3
50,140928,3
50,142074,2
50,142448,2
50,142602,1
50,142961,3
50,142997,2
50,143859,2
50,143969,1
50,148626,3
50,149406,2
50,151759,3
50,152081,3
50,156607,1
50,158238,3
50,160569,1
50,164280,4
50,165969,4
50,167370,2
50,168254,2
50,168492,4
50,170875,1
50,171701,4
50,171759,3
50,172013,3
50,172461,3
50,174055,3
50,174403,3
50,175485,1
50,175661,2
50,175693,3
50,175707,3
50,175743,3
50,176101,1
50,176371,3
50,188301,3
50,190183,4
51,33615,4
51,34338,5
51,35836,4
51,39183,5
51,39414,4
51,42723,5
51,45666,4
51,47997,5
51,48774,5
51,48877,5
51,51662,5
51,52722,4
51,52973,5
51,53953,4
51,54001,5
51,54286,2
51,56367,5
51,57532,4
51,58559,4
51,59306,1
51,59615,5
51,59900,3
51,60074,5
52,31685,3
52,31696,5
52,33646,3
52,34405,5
52,34437,3
52,35836,5
52,36529,5
52,37733,5
52,39183,4
52,39444,5
52,40583,5
52,44191,5
52,44665,4
52,45447,4
52,46976,5
52,47099,4
52,47200,5
52,47610,5
52,47997,5
52,48304,5
52,48516,4
52,48738,5
52,48774,4
52,49272,5
52,49530,5
52,49651,5
52,50794,5
52,50872,4
52,51077,3
52,51255,5
52,51662,5
52,52245,4
52,52281,4
52,52328,5
52,52973,5
52,54286,5
52,54503,4
52,54736,5
52,54995,5
52,54997,5
52,54999,5
52,55118,5
52,55276,5
52,55363,3
52,55765,4
52,56801,3
52,57368,5
52,57528,3
52,57669,5
52,58559,5
52,58998,5
52,59369,4
52,59784,4
52,59900,3
52,60069,4
52,60684,4
52,61132,5
52,62374,4
52,63082,5
52,63113,4
52,64620,4
52,65514,4
52,68358,5
52,68954,4
52,69122,5
52,69481,4
52,70286,5
52,71535,5
52,72998,5
52,73017,5
52,74458,5
52,76093,5
52,79091,4
52,79132,5
52,81847,4
52,86892,5
52,89745,5
52,93721,5
52,93838,4
52,95167,5
52,96079,3
52,96811,5
52,98809,4
52,110501,5
52,112138,5
52,112175,5
52,112852,5
52,119145,4
52,122882,5
52,122886,5
52,122900,5
52,122904,5
52,134130,5
52,134368,5
52,134853,5
52,152081,5
55,44665,5
55,48516,5
55,54286,4
60,58559,5
62,30793,5
62,31696,5
62,32587,5
62,33162,4
62,33493,5
62,33660,4
62,33679,4
62,33794,5
62,34150,3
62,36529,4
62,37729,4
62,37733,4
62,38061,4
62,40815,5
62,41566,4
62,41569,4
62,44191,5
62,45447,4
62,45499,3
62,45517,3
62,45722,5
62,46723,3
62,46972,4
62,46976,4
62,47099,5
62,47610,4
62,48043,3
62,48385,4
62,48394,5
62,48516,5
62,48780,5
62,49130,4
62,49272,5
62,49530,5
62,49649,2
62,50804,5
62,51086,4
62,51540,5
62,51662,5
62,52604,5
62,52722,4
62,53121,1
62,53125,5
62,53322,5
62,53464,3
62,54001,5
62,54503,4
62,54997,5
62,55820,5
62,55908,4
62,56174,4
62,56587,5
62,56757,5
62,56775,4
62,58047,4
62,58559,5
62,58803,4
62,59315,4
62,59501,4
62,60040,4
62,60069,5
62,60072,4
62,60074,3
62,60126,3
62,60684,5
62,60756,4
62,61024,4
62,63072,4
62,63113,5
62,63992,1
62,64957,5
62,64969,5
62,67734,4
62,68157,4
62,68237,2
62,68319,4
62,68554,4
62,68848,4
62,68954,5
62,69122,4
62,69757,5
62,69844,5
62,71106,5
62,71535,4
62,72011,4
62,72998,4
62,73017,5
62,74228,4
62,74458,4
62,74789,5
62,77561,4
62,78105,4
62,78772,1
62,79132,5
62,79357,5
62,79702,4
62,80693,4
62,81564,4
62,81834,5
62,81845,5
62,82461,2
62,83369,4
62,84152,4
62,85414,5
62,86332,4
62,86880,4
62,86911,4
62,87232,4
62,87430,4
62,87520,2
62,88125,5
62,88140,4
62,88163,4
62,88405,4
62,89492,4
62,89745,4
62,89864,5
62,90866,4
62,91500,4
62,91529,5
62,91542,5
62,91658,5
62,94777,4
62,94864,4
62,96079,5
62,96610,4
62,96821,5
62,96829,4
62,96861,4
62,97921,4
62,97938,5
62,98809,5
62,99114,5
62,99149,4
62,101864,4
62,102123,4
62,102125,4
62,102903,4
62,103042,4
62,103341,4
62,103772,4
62,104211,4
62,104374,5
62,104863,4
62,104879,3
62,106002,3
62,106072,4
62,106487,4
62,106489,5
62,106782,4
62,106918,5
62,107348,4
62,107406,4
62,108190,3
62,108729,4
62,109374,5
62,109487,5
62,110102,4
62,111360,4
62,111362,4
62,111659,4
62,111743,4
62,111759,4
62,112552,4
62,112556,4
62,112804,5
62,112852,4
62,113741,4
62,114180,4
62,114662,4
62,114678,5
62,114935,5
62,115149,5
62,115210,5
62,115569,5
62,115680,4
62,115713,4
62,116797,5
62,116823,4
62,116897,4
62,117176,5
62,118696,4
62,119141,3
62,122882,4
62,122886,4
62,122892,4
62,122896,4
62,122898,4
62,122900,4
62,122904,5
62,122912,4
62,122916,4
62,122918,4
62,122920,4
62,122922,5
62,122924,4
62,122926,4
62,128360,5
62,128512,4
62,135133,4
62,135143,4
62,135518,4
62,135536,4
62,135569,3
62,136020,5
62,136864,4
62,137857,3
62,139385,4
62,140110,4
62,142222,4
62,143355,4
62,150548,5
62,158238,4
62,158966,5
62,159093,4
62,161131,4
62,162606,4
62,164179,4
62,166528,5
62,166534,5
62,166635,4
62,168248,5
62,168250,4
62,168252,5
62,170827,4
62,171763,4
62,173925,4
62,174053,5
62,175303,4
62,175661,4
62,176371,4
62,179401,4
62,179819,4
62,182715,4
62,183611,4
62,184471,4
62,185031,5
62,185135,5
62,187593,4
62,187595,4
63,27904,4
63,30793,3
63,32587,5
63,33004,4
63,33794,4
63,38038,5
63,41566,3
63,45722,4
63,45728,4
63,48385,3
63,48516,5
63,48774,5
63,48780,4
63,49272,4
63,50872,3
63,51255,5
63,53000,2
63,53125,4
63,53972,4
63,54259,4
63,54272,4
63,54286,4
63,57669,5
63,58559,5
63,59615,4
63,60069,4
63,61323,4
63,64285,5
63,67997,4
63,68358,4
63,68954,4
63,69481,4
63,71535,4
63,73017,4
63,74458,4
63,77455,5
63,77561,3
63,77800,5
63,78499,4
63,79132,4
63,79702,5
63,81229,4
63,81845,5
63,85414,4
63,86290,5
63,87232,4
63,88140,4
63,89745,4
63,89753,5
63,89904,5
63,91500,1
63,91529,5
63,91630,4
63,91658,4
63,92535,5
63,96079,4
63,96610,5
63,97913,5
63,98491,5
63,102445,5
63,104069,4
63,106487,1
63,106696,5
63,108932,5
63,110102,4
63,111362,4
63,111759,4
63,111781,5
63,112852,4
63,115617,5
63,122892,4
63,134853,5
64,30793,4
64,32587,5
64,33794,4
64,34072,5
64,34162,3
64,34437,4
64,37733,3
64,39183,4
64,40815,4
64,40819,4
64,41566,4
64,41569,4
64,42632,5
64,45447,3
64,46578,5
65,33660,4
65,36529,4
65,44191,5
65,46976,4
65,47610,4
65,48780,5
65,55247,5
65,58559,5
65,64614,5
65,74458,5
65,79132,5
65,88140,3
65,89774,4
65,91542,5
65,97752,4
65,97921,3
65,109487,5
65,111759,4
65,116797,5
65,122904,3
66,51255,4
67,60069,4
67,68157,4
67,79132,4
67,99114,4
67,152081,4
68,31685,5
68,31696,4
68,32031,3
68,32587,5
68,32598,4
68,33004,3
68,33154,3
68,33437,3
68,33493,3
68,33615,4
68,33672,2
68,33679,3
68,33794,3
68,34048,2
68,34072,3
68,34150,4
68,34153,4
68,34162,5
68,34405,5
68,34542,4
68,35836,5
68,36519,4
68,37729,3
68,37733,3
68,38061,4
68,39183,2
68,39381,4
68,40278,2
68,40629,4
68,40732,4
68,40815,5
68,40959,3
68,41285,3
68,41566,5
68,41569,5
68,41571,4
68,41573,3
68,41724,5
68,41997,4
68,42018,1
68,42738,3
68,44004,3
68,44022,4
68,44191,3
68,44195,5
68,44199,4
68,44665,4
68,44709,4
68,44788,4
68,45186,2
68,45431,5
68,45499,2
68,45501,4
68,45517,5
68,45720,5
68,45722,5
68,45726,3
68,45928,4
68,45950,4
68,46322,4
68,46530,5
68,46578,3
68,46723,4
68,46948,4
68,46965,4
68,46970,3
68,46972,3
68,46976,4
68,47200,2
68,47610,3
68,47970,5
68,47978,3
68,47997,3
68,47999,5
68,48043,2
68,48304,2
68,48342,3
68,48385,1
68,48394,5
68,48516,4
68,48696,4
68,48774,4
68,48780,4
68,49272,5
68,49274,3
68,49286,4
68,49530,3
68,49651,3
68,49772,3
68,49961,4
68,50068,3
68,50658,4
68,50685,5
68,50806,1
68,50872,4
68,51084,4
68,51255,4
68,51540,3
68,51662,4
68,51709,4
68,51834,3
68,51884,3
68,51935,4
68,52245,5
68,52287,2
68,52458,5
68,52722,3
68,52973,5
68,52975,4
68,53000,5
68,53125,5
68,53129,5
68,53318,3
68,53435,2
68,53464,3
68,53894,4
68,53953,3
68,53972,3
68,53993,3
68,53996,5
68,54001,5
68,54004,3
68,54116,3
68,54259,4
68,54272,3
68,54281,4
68,54286,4
68,54503,4
68,54734,4
68,54881,5
68,54995,4
68,54997,5
68,54999,4
68,55052,3
68,55112,4
68,55118,5
68,55190,3
68,55232,3
68,55247,3
68,55253,4
68,55267,3
68,55282,4
68,55620,3
68,55765,4
68,55820,4
68,55830,4
68,56152,3
68,56174,4
68,56251,4
68,56336,2
68,56339,4
68,56367,3
68,56379,3
68,56587,3
68,56757,2
68,56775,3
68,56941,2
68,56949,4
68,57368,2
68,57640,4
68,57669,4
68,57951,3
68,58025,3
68,58047,4
68,58078,3
68,58107,3
68,58162,3
68,58293,4
68,58295,4
68,58299,3
68,58347,4
68,58559,5
68,58839,1
68,58998,5
68,59126,4
68,59220,4
68,59258,3
68,59315,5
68,59333,3
68,59369,5
68,59421,4
68,59440,4
68,59501,3
68,59615,1
68,59725,3
68,59731,4
68,59784,4
68,59900,1
68,60040,3
68,60069,5
68,60072,3
68,60074,3
68,60126,4
68,60363,1
68,60514,3
68,60684,4
68,60756,3
68,60941,2
